,ts,location,wind_sp,wind_deg,pressure,temperature,humidity,cloud_per,rain_amt,weather
1155,2025-04-03 18:30:00,Kasetsart University,2.57,3,1008,34.29,53,20,0.0,few clouds
1157,2025-04-03 19:00:00,Kasetsart University,1.03,1,1008,33.51,56,20,0.0,few clouds
1159,2025-04-03 19:30:00,Kasetsart University,4.12,4,1009,33.0,62,20,0.0,few clouds
1161,2025-04-03 20:00:00,Kasetsart University,5.66,6,1009,31.14,63,20,0.0,few clouds
1163,2025-04-03 20:30:00,Kasetsart University,5.66,6,1010,32.18,65,20,3.07,moderate rain
1165,2025-04-03 21:00:00,Kasetsart University,5.14,5,1011,31.46,70,20,0.27,light rain
1167,2025-04-03 21:30:00,Kasetsart University,5.14,5,1011,31.94,64,20,0.0,few clouds
1169,2025-04-03 22:00:00,Kasetsart University,5.66,6,1012,31.26,72,20,0.0,few clouds
1171,2025-04-03 22:30:00,Kasetsart University,3.6,4,1012,32.0,67,20,0.45,light rain
1173,2025-04-03 23:00:00,Kasetsart University,4.12,4,1012,31.0,77,40,0.28,light rain
1175,2025-04-03 23:30:00,Kasetsart University,4.12,4,1011,29.48,70,40,0.16,light rain
1177,2025-04-04 00:00:00,Kasetsart University,4.12,4,1011,29.53,70,20,0.15,light rain
1179,2025-04-04 00:30:00,Kasetsart University,4.12,4,1011,29.07,74,20,0.0,few clouds
1181,2025-04-04 01:00:00,Kasetsart University,2.57,3,1011,28.73,72,20,0.0,few clouds
1183,2025-04-04 01:30:00,Kasetsart University,2.06,2,1010,28.64,72,20,0.0,few clouds
1185,2025-04-04 02:00:00,Kasetsart University,3.09,3,1010,28.94,78,20,0.0,few clouds
1187,2025-04-04 02:30:00,Kasetsart University,3.09,3,1009,28.82,75,20,0.29,light rain
1188,2025-04-04 03:00:00,Kasetsart University,3.09,3,1009,28.82,75,20,0.0,few clouds
1189,2025-04-04 03:30:00,Kasetsart University,2.57,3,1009,28.95,79,20,0.0,few clouds
1190,2025-04-04 04:00:00,Kasetsart University,2.57,3,1009,28.34,73,20,0.0,few clouds
1191,2025-04-04 04:30:00,Kasetsart University,1.54,2,1010,28.7,79,20,0.0,few clouds
1192,2025-04-04 05:00:00,Kasetsart University,1.54,2,1010,28.31,84,20,0.0,few clouds
1193,2025-04-04 05:30:00,Kasetsart University,1.03,1,1010,28.61,80,20,0.0,few clouds
1194,2025-04-04 06:00:00,Kasetsart University,2.06,2,1010,28.75,80,20,0.0,few clouds
1195,2025-04-04 06:30:00,Kasetsart University,2.06,2,1011,30.37,76,20,0.0,few clouds
1196,2025-04-04 07:00:00,Kasetsart University,2.06,2,1011,28.1,86,20,0.0,few clouds
1197,2025-04-04 07:30:00,Kasetsart University,1.54,2,1011,28.31,87,20,0.0,few clouds
1198,2025-04-04 08:00:00,Kasetsart University,2.31,2,1012,31.52,73,96,0.0,overcast clouds
1199,2025-04-04 08:30:00,Kasetsart University,1.54,2,1012,29.67,79,20,0.0,few clouds
1200,2025-04-04 09:00:00,Kasetsart University,2.57,3,1013,32.21,68,20,0.0,few clouds
1201,2025-04-04 09:30:00,Kasetsart University,2.57,3,1012,32.05,69,20,0.0,few clouds
1202,2025-04-04 10:00:00,Kasetsart University,2.57,3,1013,33.22,60,20,0.0,few clouds
1203,2025-04-04 10:30:00,Kasetsart University,1.54,2,1012,33.92,58,20,0.0,few clouds
1204,2025-04-04 11:00:00,Kasetsart University,2.06,2,1012,33.28,63,20,0.0,few clouds
1205,2025-04-04 11:30:00,Kasetsart University,1.03,1,1011,33.85,61,20,0.0,few clouds
1206,2025-04-04 12:00:00,Kasetsart University,1.54,2,1011,34.62,56,20,0.0,few clouds
1207,2025-04-04 12:30:00,Kasetsart University,2.06,2,1010,34.96,53,20,0.0,few clouds
1208,2025-04-04 13:00:00,Kasetsart University,2.57,3,1010,35.46,58,40,0.0,scattered clouds
1209,2025-04-04 13:30:00,Kasetsart University,6.4,6,1009,35.78,55,77,0.0,broken clouds
1210,2025-04-04 14:00:00,Kasetsart University,6.4,6,1010,35.78,52,77,0.0,broken clouds
1211,2025-04-04 14:30:00,Kasetsart University,3.6,4,1008,35.54,59,20,0.0,few clouds
1212,2025-04-04 15:00:00,Kasetsart University,3.09,3,1009,35.71,59,20,0.0,few clouds
1213,2025-04-04 15:30:00,Kasetsart University,5.96,6,1007,36.01,62,91,0.0,overcast clouds
1214,2025-04-04 16:00:00,Kasetsart University,5.96,6,1008,36.42,63,91,0.0,overcast clouds
1215,2025-04-04 16:30:00,Kasetsart University,6.12,6,1007,36.43,64,71,0.0,broken clouds
1216,2025-04-04 17:00:00,Kasetsart University,3.09,3,1007,34.37,64,20,0.0,few clouds
1217,2025-04-04 17:30:00,Kasetsart University,4.12,4,1007,34.5,57,20,0.0,few clouds
1218,2025-04-04 18:00:00,Kasetsart University,5.66,6,1007,33.37,63,20,0.0,few clouds
1219,2025-04-04 18:30:00,Kasetsart University,6.17,6,1008,32.04,69,20,0.0,few clouds
1220,2025-04-04 19:00:00,Kasetsart University,6.17,6,1008,30.8,66,20,0.0,few clouds
1221,2025-04-04 19:30:00,Kasetsart University,6.17,6,1009,30.3,69,20,0.0,few clouds
1222,2025-04-04 20:00:00,Kasetsart University,5.14,5,1009,30.9,72,20,0.0,few clouds
1223,2025-04-04 20:30:00,Kasetsart University,6.69,7,1010,28.78,62,20,0.0,few clouds
1224,2025-04-04 21:00:00,Kasetsart University,6.69,7,1011,29.31,70,20,0.0,few clouds
1225,2025-04-04 21:30:00,Kasetsart University,6.17,6,1011,29.31,68,20,0.0,few clouds
1226,2025-04-04 22:00:00,Kasetsart University,6.17,6,1012,29.31,69,20,0.0,few clouds
1227,2025-04-04 22:30:00,Kasetsart University,5.14,5,1011,29.2,71,20,0.0,few clouds
1228,2025-04-04 23:00:00,Kasetsart University,4.63,5,1012,29.2,72,20,0.0,few clouds
1229,2025-04-04 23:30:00,Kasetsart University,3.6,4,1011,28.94,74,20,0.0,few clouds
1230,2025-04-05 00:00:00,Kasetsart University,5.14,5,1012,28.95,74,20,0.0,few clouds
1231,2025-04-05 00:30:00,Kasetsart University,4.63,5,1011,28.45,73,20,0.0,few clouds
1232,2025-04-05 01:00:00,Kasetsart University,4.12,4,1011,28.95,79,20,0.0,few clouds
1233,2025-04-05 01:30:00,Kasetsart University,2.57,3,1010,28.95,79,20,0.0,few clouds
1234,2025-04-05 02:00:00,Kasetsart University,3.09,3,1011,29.42,78,20,0.0,few clouds
1235,2025-04-05 02:30:00,Kasetsart University,2.57,3,1010,28.79,80,20,0.0,few clouds
1236,2025-04-05 03:00:00,Kasetsart University,3.6,4,1010,29.4,78,20,0.0,few clouds
1237,2025-04-05 03:30:00,Kasetsart University,3.09,3,1009,28.41,84,20,0.0,few clouds
1238,2025-04-05 04:00:00,Kasetsart University,2.06,2,1010,28.31,84,20,0.0,few clouds
1239,2025-04-05 04:30:00,Kasetsart University,2.06,2,1010,28.31,84,20,0.0,few clouds
1240,2025-04-05 05:00:00,Kasetsart University,1.54,2,1010,28.1,85,20,0.0,few clouds
1241,2025-04-05 05:30:00,Kasetsart University,1.54,2,1010,28.2,87,20,0.0,few clouds
1242,2025-04-05 06:00:00,Kasetsart University,2.06,2,1010,27.99,87,20,0.0,few clouds
1243,2025-04-05 06:30:00,Kasetsart University,2.06,2,1011,27.89,87,20,0.0,few clouds
1244,2025-04-05 07:00:00,Kasetsart University,1.54,2,1011,28.1,87,20,0.0,few clouds
1245,2025-04-05 07:30:00,Kasetsart University,1.54,2,1011,29.35,87,20,0.0,few clouds
1246,2025-04-05 08:00:00,Kasetsart University,1.54,2,1012,29.03,84,20,0.0,few clouds
1247,2025-04-05 08:30:00,Kasetsart University,3.09,3,1012,30.27,85,20,0.0,few clouds
1248,2025-04-05 09:00:00,Kasetsart University,1.54,2,1013,31.29,75,20,0.0,few clouds
1249,2025-04-05 09:30:00,Kasetsart University,1.54,2,1012,32.49,66,20,0.0,few clouds
1250,2025-04-05 10:00:00,Kasetsart University,2.57,3,1013,33.22,60,20,0.0,few clouds
1251,2025-04-05 10:30:00,Kasetsart University,3.6,4,1012,33.31,61,20,0.0,few clouds
1252,2025-04-05 11:00:00,Kasetsart University,3.09,3,1012,33.81,64,20,0.0,few clouds
1253,2025-04-05 11:30:00,Kasetsart University,3.09,3,1010,34.29,56,40,0.0,scattered clouds
1254,2025-04-05 12:00:00,Kasetsart University,2.57,3,1010,35.0,55,40,0.0,scattered clouds
1255,2025-04-05 12:30:00,Kasetsart University,3.09,3,1009,34.77,52,40,0.0,scattered clouds
1256,2025-04-05 13:00:00,Kasetsart University,3.09,3,1009,35.34,53,40,0.0,scattered clouds
1257,2025-04-05 13:30:00,Kasetsart University,4.12,4,1008,35.54,53,40,0.0,scattered clouds
1258,2025-04-05 14:00:00,Kasetsart University,4.12,4,1009,35.36,53,40,0.0,scattered clouds
1259,2025-04-05 14:30:00,Kasetsart University,4.12,4,1008,35.64,58,40,0.0,scattered clouds
1260,2025-04-05 15:00:00,Kasetsart University,5.14,5,1009,36.07,50,40,0.0,scattered clouds
1261,2025-04-05 15:30:00,Kasetsart University,5.14,5,1007,35.91,50,40,0.0,scattered clouds
1262,2025-04-05 16:00:00,Kasetsart University,5.14,5,1008,35.71,50,20,0.0,few clouds
1263,2025-04-05 16:30:00,Kasetsart University,5.14,5,1007,35.78,55,20,0.0,few clouds
1264,2025-04-05 17:00:00,Kasetsart University,5.66,6,1008,35.18,52,20,0.0,few clouds
1265,2025-04-05 17:30:00,Kasetsart University,5.66,6,1007,34.55,58,20,0.0,few clouds
1266,2025-04-05 18:00:00,Kasetsart University,5.66,6,1007,33.33,60,20,0.0,few clouds
1267,2025-04-05 18:30:00,Kasetsart University,5.66,6,1007,32.06,60,20,0.0,few clouds
1268,2025-04-05 19:00:00,Kasetsart University,4.63,5,1007,30.87,63,20,0.0,few clouds
